+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 3914 |  5824  |          黄姑山庄          |     --    |      11%       |
| 3915 | 60821  |          新雁公寓          |     --    |      15%       |
| 3916 |  896   |          曙光嘉园          |  133400   |      30%       |
| 3917 | 63404  |           香滨湾           |     --    |       --       |
| 3918 | 94975  |        绿城乌镇雅园        |     --    |      30%       |
| 3919 | 20376  |           茅家埠           |     --    |       --       |
| 3927 | 198116 |         杭州港龙城         |   42438   |      15%       |
| 3928 |  4810  |           九莲庄           |     --    |       --       |
| 3929 |  7155  |         东兴路小区         |     --    |      30%       |
| 3930 |  7642  |          杭磁宿舍          |     --    |       --       |
| 3931 | 14461  |        临平香山人家        |     --    |      35%       |
| 3932 | 21416  |         文晖路80号         |     --    |       --       |
| 3933 |  5728  |           久安里           |     --    |       --       |
| 3934 |  6208  |           胜利苑           |     --    |      30%       |
| 3935 | 43862  |       岳家湾万盛花苑       |     --    |      20%       |
| 3936 |  1392  |        颐高创业大厦        |    8000   |     0.32%      |
| 3937 |  8806  |          国信大厦          |     --    |       --       |
| 3938 | 69779  |        临江商贸大厦        |     --    |       --       |
| 3939 |  4248  |          中河中路          |     --    |       --       |
| 3940 | 37645  |           美郡园           |   22796   |      30%       |
| 3941 | 44082  |          康城一品          |   70000   |      35%       |
| 3942 |  4903  |           营盘地           |     --    |      12%       |
| 3943 |  7427  |          中茵大厦          |     --    |       --       |
| 3944 | 15509  |          石油大厦          |     --    |     5.00%      |
| 3945 |  4750  |           景芳路           |    6049   |       --       |
| 3953 |  6499  |           立志园           |     --    |       --       |
| 3954 | 18031  |          禹航商城          |     --    |       --       |
| 3955 |  6135  |          金溪山庄          |     --    |     30.00%     |
| 3956 | 14690  |         星洲街商铺         |     --    |       --       |
| 3957 |  623   |          开元大厦          |     --    |       --       |
| 3958 |  1343  |       浙江省建工大厦       |     --    |       --       |
| 3959 | 19825  |          馨星大厦          |   21534   |      30%       |
| 3960 | 14664  |        上塘路531里         |     --    |      30%       |
| 3961 | 19331  |      采荷街道绿茗社区      |     --    |      25%       |
| 3962 | 51703  |          永富大厦          |   15000   |       --       |
| 3963 |  836   |           藕花苑           |     --    |      10%       |
| 3964 |  6476  |      杭州肉厂职工宿舍      |     --    |       --       |
| 3965 |  7450  |       陈经伦体校宿舍       |     --    |       --       |
| 3966 |  6828  |       吴山商务综合楼       |     --    |       --       |
| 3967 |  4171  |          健风大厦          |     --    |       --       |
| 3968 |  9266  |         宝忆御景园         |   66600   |      30%       |
| 3969 |  9274  |          凤凰小区          |   22000   |      30%       |
| 3970 |  9584  |       美都千岛碧云天       |   18278   |      35%       |
| 3971 | 17409  |           虎跑路           |     --    |       --       |
| 3979 | 10930  |          紫祥公寓          |   10000   |      30%       |
| 3980 | 17832  |           湖畔居           |     --    |       --       |
| 3981 | 21536  |          军督寺巷          |   68231   |      29%       |
| 3982 | 96295  |          万科紫台          |   46069   |      30%       |
| 3983 | 18269  |          荀山花苑          |     --    |      25%       |
| 3984 | 219797 |        保利中央公馆        |     --    |      30%       |
| 3985 | 51620  |         紫晶商务城         |     --    |       --       |
| 3986 |  9651  |          世纪花城          |  100000   |      35%       |
| 3987 | 10267  |           康桥村           |     --    |       --       |
| 3988 | 37958  |         中意名仕苑         |     --    |      30%       |
| 3989 |  873   |          爱民小区          |     --    |      27%       |
| 3990 |  1616  |        富丽科技大厦        |     --    |       --       |
| 3991 | 13433  |          西河小区          |     --    |       --       |
| 3992 |  6475  |        宋都兴业大厦        |     --    |      30%       |
| 3993 |  7405  |         小百花宿舍         |     --    |       --       |
| 3994 | 39795  |        水湘人家南苑        |     --    |      10%       |
| 3995 |  4666  |          午山小区          |     --    |      30%       |
| 3996 |  615   |          大东山弄          |     --    |       --       |
| 3997 | 20722  |     复习大院LOFT创意园     |     --    |       --       |
| 4005 |  6198  |           甘长苑           |   67200   |      30%       |
| 4006 | 21988  |         平海路小区         |    1680   |      21%       |
| 4007 | 20754  |          华悦大厦          |   120000  |      30%       |
| 4008 |  1630  |          蓝鲸国际          |     --    |       --       |
| 4009 |  8571  |           奎垣巷           |     --    |      25%       |
| 4010 | 40784  |        泛海国际中心        |   17992   |      15%       |
| 4011 | 54697  |          天阳云筑          |   29844   |      30%       |
| 4012 |  8460  |           南河下           |     --    |       --       |
| 4013 | 18603  |        保俶路180号         |   56354   |     30.00%     |
| 4014 | 14137  |         江一村一区         |   80000   |      35%       |
| 4015 | 18316  |          华兴公寓          |     --    |      25%       |
| 4016 |  9478  |         富春泉水湾         |  620712   |     50.50%     |
| 4017 |  9537  |        金帝文源广场        |   16667   |      32%       |
| 4018 | 13878  |          五福社区          |     --    |      30%       |
| 4019 | 14563  |         台州路公寓         |     --    |       --       |
| 4020 | 16041  |         焦家里一弄         |    5200   |      35%       |
| 4021 |  8462  |           永福村           |     --    |       --       |
| 4022 | 100492 |       下沙新元金沙城       |     --    |       --       |
| 4023 | 23790  |          桃园小区          |     --    |      30%       |
| 4031 |  6071  |          计量大厦          |     --    |       --       |
| 4032 |  6392  |           成蹊苑           |     --    |       --       |
| 4033 |  6209  |          沈家南园          |     --    |      30%       |
| 4034 | 10312  |        木桥浜路小区        |     --    |      15%       |
| 4035 | 54516  |          西文东苑          |   34000   |      30%       |
| 4036 | 14654  |       祥符桥水厂宿舍       |     --    |       --       |
| 4037 | 45901  |       水晶湾城市雅苑       |     --    |      15%       |
| 4038 |  6159  |          浙影宿舍          |     --    |       --       |
| 4039 |  4806  |         碑亭边社区         |     --    |       --       |
| 4040 | 15861  |          广仁小区          |     --    |       --       |
| 4041 | 19901  |          崇福社区          |     --    |      30%       |
| 4042 |  6841  |          葵花社区          |     --    |       --       |
| 4043 | 296628 |          富春水岸          |     --    |       --       |
| 4044 |  4106  |           思鑫坊           |     --    |      13%       |
| 4045 |  4185  |          金融大厦          |   16524   |       --       |
| 4046 |  6595  |          杨公新村          |     --    |       --       |
